sample,station,lower_filter_size,Ocean_DNA,Ocean,Depth,Longitude,Latitude,Salinity_PSU,Temperature,Oxygen_DNA,WATERMASS,Basin,Sequencing_depth_Gbp,DNA_biofilm,DNA_transposase,DNA_CAZyme,DNA_peptidase,DNA_secretory_CAZyme,DNA_secretory_peptidase,DNA_Lipid_TM,DNA_Coenzyme_TM,DNA_Signal_transduction_mechanisms,DNA_Defense_mechanisms,DNA_Energy_production_and_conversion,DNA_Replication_recombination_and_repair,DNA_Cell_wall,DNA_Amino_acid_TM,DNA_Cell_motility,DNA_Extracellular_struct,DNA_Cytoskeleton,DNA_Carbohydrate_TM,DNA_Inorganic_ion_TM,DNA_Nucleotide_TM,DNA_Chromatin_structure_and_dynamics,DNA_Cell_cycle_control,DNA_Intracellular_trafficking,DNA_Secondary_metabolites,DNA_Translation_ribosomal_structure,DNA_Transcription,DNA_Posttranslational_modification,DNA_Mobilome_prophages_transposons
SRR3963658,59,0.8,Indian Ocean,Indian,-4000,82.62,-29.81,34.7244,1.0745,176.0691,CDW,Mid Indian basin,3.23,4.91795665634675e-05,0.0016155882352941176,0.004484628482972136,0.005789814241486068,0.0004110371517027864,0.0009550309597523219,0.011468869969040247,0.010352414860681114,0.008587987616099071,0.004145572755417957,0.014765665634674923,0.009427523219814242,0.012158405572755417,0.02100821981424149,0.002870108359133127,0.0012510371517027864,4.555727554179566e-05,0.010654551083591332,0.009526439628482972,0.004916609907120743,0.00013337461300309597,0.0034028173374613005,0.003279148606811145,0.006421764705882353,0.01244530959752322,0.008362244582043344,0.008171656346749226,0.004689334365325077
SRR3963622,59,0.2,Indian Ocean,Indian,-4000,82.62,-29.81,34.7244,1.0745,176.0691,CDW,Mid Indian basin,2.76,0.00011195652173913044,0.001647554347826087,0.007339021739130436,0.014945163043478262,0.000791358695652174,0.0029632608695652173,0.01977983695652174,0.020182934782608696,0.012607826086956523,0.007292391304347826,0.02594538043478261,0.017657989130434783,0.019534565217391307,0.03438336956521739,0.005493206521739131,0.0019864673913043483,0.00013505434782608695,0.01650864130434783,0.015895,0.009979945652173914,0.00029760869565217393,0.005578967391304348,0.005828152173913044,0.010081304347826087,0.025755000000000004,0.012111847826086958,0.01609684782608696,0.0050778260869565215
SRR3963805,62,0.8,Indian Ocean,Indian,-2400,92.9852,-29.6525,34.7266,1.8199,158.945,CDW,Out of basins,3.11,9.790996784565918e-06,0.00039207395498392283,0.0013360128617363343,0.0017608842443729903,0.00011016077170418007,0.00024361736334405147,0.0034107877813504823,0.0033604823151125404,0.0023731832797427655,0.0012095016077170418,0.00467903536977492,0.002942797427652733,0.0035280868167202576,0.006991639871382637,0.0007884405144694533,0.0003238263665594855,1.1913183279742766e-05,0.0032067202572347267,0.002865627009646302,0.0015389710610932477,4.307073954983923e-05,0.000967234726688103,0.0009294694533762058,0.001960369774919614,0.004094855305466238,0.002337299035369775,0.0025275241157556275,0.0010869453376205788
SRR3963804,62,0.2,Indian Ocean,Indian,-2400,92.9852,-29.6525,34.7266,1.8199,158.945,CDW,Out of basins,4.0,2.04375e-05,0.00051285,0.0033355875,0.0064093125,0.000204525,0.0006853875,0.0094425,0.01319505,0.0050772,0.003390075,0.0153326625,0.0108709875,0.0093097125,0.0230650875,0.0018564,0.000701475,3.49125e-05,0.00998505,0.008695425,0.0059794875,0.0001141125,0.002621925,0.002696925,0.00532305,0.0165423375,0.0054754125,0.0088793625,0.0012793875
SRR3963571,65,0.8,Indian Ocean,Indian,-4001,103.3075,-30.3327,34.7178,0.8069,186.0802,WSDW,South Australian basin,2.94,3.964285714285714e-05,0.0016610204081632654,0.0038064285714285717,0.005115510204081633,0.00040096938775510205,0.0008751020408163266,0.011092397959183674,0.00938234693877551,0.008572448979591836,0.004093673469387755,0.013808214285714285,0.008973979591836736,0.011734183673469388,0.018808214285714286,0.003045561224489796,0.001345357142857143,3.821428571428571e-05,0.010582551020408164,0.009534693877551022,0.004443877551020409,0.00013127551020408163,0.0032506122448979595,0.0034275,0.006122142857142857,0.011254234693877551,0.00862280612244898,0.007796581632653061,0.0047349489795918374
SRR3963457,65,0.2,Indian Ocean,Indian,-4001,103.3075,-30.3327,34.7178,0.8069,186.0802,WSDW,South Australian basin,3.67,0.00011591280653950953,0.0020231198910081747,0.008623038147138965,0.016668760217983653,0.0008116348773841962,0.0032875749318801092,0.02294391008174387,0.022716989100817438,0.013968964577656676,0.008242479564032698,0.02860123978201635,0.019598869209809265,0.02204926430517711,0.038783542234332426,0.00597241144414169,0.002128324250681199,0.00014930517711171662,0.01868235694822888,0.017215054495912808,0.011239863760217983,0.00034446866485013627,0.006435122615803815,0.006537302452316076,0.012562275204359673,0.028901771117166214,0.013946035422343324,0.01811141689373297,0.005502792915531336
SRR3963498,67,0.8,Indian Ocean,Indian,-4004,110.18,-31.16,34.7202,0.9869,174.3169,CDW,South Australian basin,2.83,6.365724381625441e-05,0.0017293992932862188,0.0046555123674911665,0.0059123851590106,0.0005976678445229682,0.0011441342756183747,0.011051395759717315,0.010050636042402828,0.010384717314487632,0.00467613074204947,0.014829858657243816,0.009494363957597172,0.013043586572438162,0.02054984098939929,0.0036696996466431095,0.0014069787985865724,3.773851590106007e-05,0.01053190812720848,0.010569911660777385,0.004809381625441696,0.00013674911660777384,0.00363,0.0037476148409893995,0.005971749116607774,0.012660106007067138,0.008868604240282685,0.008461643109540637,0.004567102473498233
SRR3963458,74,0.2,Indian Ocean,Indian,-3996,135.19,-39.23,34.722,0.9479,180.6806,CDW,South Australian basin,2.83,0.00020454063604240282,0.0016910247349823321,0.009779893992932862,0.016855706713780918,0.0012223144876325088,0.0034797879858657244,0.02664726148409894,0.02454418727915194,0.018150742049469964,0.009942985865724382,0.032103392226148414,0.022097544169611304,0.026091837455830387,0.04138627208480565,0.006936254416961131,0.0031713074204946993,0.00012832155477031802,0.019372049469964663,0.02127901060070671,0.012104840989399294,0.000331113074204947,0.0076823321554770315,0.00782756183745583,0.012765106007067137,0.03230909893992932,0.017856095406360423,0.020071643109540634,0.0051754770318021195
SRR3963599,77,0.8,Indian Ocean,Indian,-4001,150.41,-38.64,34.716,0.8366,179.3173,WSDW,South Australian basin,3.13,4.64856230031949e-05,0.0011353993610223644,0.003351805111821086,0.004782316293929713,0.0003380511182108626,0.0008383706070287539,0.009039680511182108,0.00800055910543131,0.007667539936102237,0.0035540415335463256,0.011354616613418531,0.007493961661341853,0.009459105431309905,0.015291757188498404,0.0025245047923322683,0.0011649201277955273,5.7939297124600635e-05,0.0075083386581469656,0.007676357827476038,0.003762699680511182,0.00011065495207667732,0.0027436102236421725,0.002743562300319489,0.004886214057507987,0.009914856230031948,0.00661758785942492,0.006555191693290736,0.0032809744408945686
SRR3963456,81,0.8,South Pacific,Pacific,-3501,179.1413,-28.4063,34.6818,1.5728,140.3662,CDW,Fiji basin,3.2,4.33125e-05,0.0017167031250000001,0.004075125,0.00641990625,0.000340359375,0.0010485937499999998,0.012522140624999999,0.009888046875,0.0120410625,0.005072859374999999,0.014218828125,0.010301625,0.013079765624999998,0.018650671875,0.004050609375,0.0025452187499999997,3.2109375e-05,0.010330265625,0.009694921875,0.004566421875,0.00015140624999999998,0.003918562499999999,0.0045380624999999996,0.007373015625,0.011710125,0.009862218749999999,0.00917109375,0.0044430468749999995
SRR3963449,81,0.2,South Pacific,Pacific,-3501,179.1413,-28.4063,34.6818,1.5728,140.3662,CDW,Fiji basin,3.36,6.241071428571428e-05,0.00119625,0.007345401785714286,0.014783794642857142,0.0007435714285714286,0.0030045535714285716,0.019361071428571432,0.020633705357142856,0.009485267857142859,0.006625982142857143,0.026822767857142858,0.01782705357142857,0.019539910714285718,0.03758196428571429,0.004560758928571429,0.0016252232142857145,0.00013299107142857142,0.016892142857142856,0.014621473214285715,0.010967767857142858,0.00030473214285714283,0.005774776785714286,0.005482946428571429,0.010236339285714284,0.027564464285714286,0.011308883928571429,0.016594419642857145,0.0037739732142857145
SRR3962777,82,0.8,South Pacific,Pacific,-2150,-179.52,-25.49,34.6456,2.0126,139.1121,CDW,Out of basins,3.36,3.950892857142857e-05,0.002139955357142857,0.008037276785714286,0.008255401785714286,0.0005405803571428572,0.0014109375,0.023124464285714286,0.015817366071428574,0.015526517857142859,0.007781473214285714,0.022991294642857145,0.016209375,0.0193346875,0.027298973214285715,0.004293839285714286,0.0022461160714285716,3.549107142857143e-05,0.01834745535714286,0.016621383928571428,0.006626160714285715,0.00023276785714285714,0.005857321428571429,0.004964776785714286,0.015346785714285714,0.01636924107142857,0.01754799107142857,0.012757455357142858,0.006185044642857143
SRR3962680,82,0.2,South Pacific,Pacific,-2150,-179.52,-25.49,34.6456,2.0126,139.1121,CDW,Out of basins,2.01,5.768656716417911e-05,0.0011965671641791045,0.0063404477611940305,0.012660298507462689,0.0006316417910447762,0.002174029850746269,0.017992761194029854,0.018176940298507464,0.009754402985074628,0.006311940298507464,0.024580074626865674,0.016023805970149258,0.018062014925373137,0.03385686567164179,0.004753731343283582,0.00163589552238806,0.00010731343283582092,0.015391119402985076,0.014014850746268659,0.009617462686567166,0.00025522388059701496,0.005218582089552239,0.005255000000000001,0.009481940298507465,0.02406768656716418,0.010540746268656719,0.014932014925373136,0.003392611940298508
SRR3962772,91,0.8,South Pacific,Pacific,-4018,-170.7407,-5.75,34.6955,1.1026,153.1939,CDW,Pacific basin,2.57,7.546692607003892e-05,0.003142470817120623,0.009365719844357977,0.011143365758754865,0.0007005058365758754,0.002164494163424125,0.027457470817120622,0.018658132295719845,0.02152908560311284,0.009904727626459144,0.02698149805447471,0.019290758754863815,0.024110953307392997,0.031297003891050584,0.006318852140077821,0.003573793774319067,5.1420233463035016e-05,0.021436692607003892,0.020216439688715955,0.007766673151750974,0.00025721789883268484,0.007269046692607004,0.006796108949416343,0.01802182879377432,0.01949124513618677,0.02143056420233463,0.01577194552529183,0.008239027237354086
