bin,SRR3965592,SRR3965647,SRR3965676,SRR3965758,SRR3965809,SRR3965873,SRR3965874,SRR3965875,SRR3966130,SRR3967025,SRR3967319,SRR3967558,SRR3967690,SRR3967699,SRR3967700,SRR3968060,SRR3968061
deep-0267,0.01573280382455022,0.009669347821260903,0.025101027716762248,0.005238053452350806,0.00668822203658189,0.004618680947933898,0.010504901928831157,0.020278796007392078,0.0036903463455864043,0.012989884955762233,0.002332571464865385,0.01888896664008304,0.007788934837439092,0.0819756835641328,0.008393967359323184,0.18369253685770764,0.003890429339001161
deep-0269,0.0008079428698219907,0.0008307448719646187,0.0009750982848862917,0.0006164947300585071,0.0023744320011385286,0.002585978376223904,0.00037852664485322595,0.0006217547437095553,0.002136079587877948,0.010907668558295227,0.0007962523262629341,0.0054976684531845114,0.001646440585854706,0.009078635785620084,0.0026425740809684784,0.01584587388456374,0.0049009788958032105
deep-0274,0.00018742114798541896,0.0,9.604099863581889e-05,2.304173686957086e-05,0.0,0.0,0.0,0.0001357570884502512,6.254767081300822e-05,6.275275071867574e-05,0.00017765137475991868,0.0004302986806513619,0.00042084180048329936,0.00013907618593558726,0.0014324880846872498,0.0006831714026934553,0.0
deep-0275,0.000462612625972803,0.0008875132342524342,0.001569300400607213,0.00016074565771514838,0.0006761138002390151,0.0001281470407893,0.00021989277093438817,0.00039913961451688466,0.0007717655372367319,0.008423934140008655,0.00018827402669362454,0.0012047640900968298,0.0006349655679317568,0.007178590796626826,0.00037514534866692206,0.005529953890528221,0.0
deep-0283,0.00067607124266404,0.0033417614565541386,0.007476608265021063,0.001111222312098346,0.012119045868642202,0.000955034702829621,0.0006197287188302773,0.004502722711460427,0.0005845317915284371,0.002734508051496478,0.0016263538038531404,0.018611077193863002,0.0008959703551405236,0.006235489779726313,0.0,0.030906253270674797,0.0
deep-0285,0.0005130696178179119,0.0,0.000648222279959822,0.00011130134873364675,0.001727276143452336,0.00030700029189217426,7.737004906220243e-05,0.0021325047074895022,0.000855338519487477,0.009294210458270799,0.0002698420701320114,0.0014676836633039914,0.0008018224848554158,0.011164834820085135,0.0003778902783544628,0.0025779190549524264,0.0
deep-0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007102664419935838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0291,0.023418957066110583,0.016516544978986438,0.014479841008152272,0.0029298533247152625,0.015936885041081744,0.007488467200775471,0.009090688962347328,0.02305612474786322,0.0,0.0,0.0024746708735516585,0.0028481022433134114,0.0017181894429373508,0.0,0.0,0.0,0.0
deep-0293,0.004088828867077839,0.0022331001351441177,0.004485659471577778,0.0035214435895268635,0.0019666070398673637,0.0025127589052384453,0.0024534075194847277,0.010762715359769135,0.002238704142194726,0.0012350379984377021,0.0011434451424322688,0.0022873523167288123,0.0063521338311489485,0.011243554618844754,0.002131767104456658,0.005599488915654411,0.005948214943763103
deep-0295,0.010061623013905658,0.01787009601671764,0.01626369484753323,0.006683769945301835,0.012379571731936306,0.0027886927476344944,0.0033953009198336138,0.014474650920089274,0.0139679031584476,0.011814342529269325,0.005316191162234833,0.03376798155883102,0.005113060961294801,0.01837160674137524,0.01681945336486487,0.17093975466510944,0.0011559902962693823
deep-0296,0.0015034217855368378,0.019024957011412238,0.009174841343857244,0.004923800365631085,0.009451069896711368,0.006357960650245378,0.0014734787428084834,0.020465097661460343,0.004253886539587138,0.04409487132609315,0.0009627406175560983,0.008595711120096678,0.0019575995136123688,0.0020602586358365615,0.0,0.0,0.0
deep-0303,0.00032051148765608684,0.0045550999031283125,0.0014231440141085495,0.0016608010402105033,0.005667959632534934,0.0014722242612001451,0.0009885988880450978,0.001657118722438917,0.0003905881884376291,0.008525376503896512,0.000732708762364053,0.017139251216746258,0.001208884001992798,0.005758193151315906,0.0,0.004151809260840496,0.0012031462358327496
deep-0305,0.0008340491271459721,0.006609954032258739,0.001257230947800105,0.006533014273597319,0.011358939592853508,0.0035221094801656284,0.00121487916133243,0.0044589655345472125,0.0007288077610788515,0.0,0.0,0.0004188313233144622,9.90242672585986e-05,0.0004977213894086863,0.00178907319686093,0.0,0.0
deep-0307,0.031908607788932154,0.07488546971843806,0.04265881596367236,0.06932953220177719,0.02719491326247312,0.010101693879165928,0.08956447244721238,0.1744174687306721,0.0,0.003421120070458122,0.0009148990499538995,0.0,0.0029102387499734582,0.0,0.0,0.0,0.0
deep-0314,0.0001529785521748104,0.0,0.000742081407798669,0.00021312337922246212,0.0019292911599129514,0.0,0.000923414568331755,0.0005301590053722365,0.00011621958776887393,0.0006922472818789871,0.0004103676153464421,0.0011540426038274434,0.0006362526896052222,0.0014744810995251634,0.0004835675858247695,0.004896142679368677,0.0
deep-0325,0.0,0.0,0.001019469354746604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0327,0.0006476267964953018,0.0020712271044614245,0.0009840977274747501,0.0024171197250465707,0.0,0.0017759535632647973,0.0007652978814357525,0.0028303697679144695,0.0010248593018119482,0.004801640747087876,0.003081539397133057,0.008177630347562656,0.0027540844369978736,0.0022210151157773953,0.0,0.0009821761563308534,0.0
deep-0330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009649598749934734
deep-0334,0.0008413750222739764,0.0013363177884748946,0.0006261133891097003,0.0006222532268038445,0.0006210463301760181,0.0003620895314146669,0.0003769669331147024,0.0007652206796703987,0.0006720840813377608,0.00029444498313939676,0.0009543739428518525,0.0008386000077033462,0.00051553949297687,0.00018647813748310423,0.00017836023013059944,0.00010687476160716613,0.0
deep-0335,0.006281815219325777,0.014641002598174867,0.017198306408835396,0.006603928044765277,0.012263700892345254,0.007615769531940078,0.0038018702508867573,0.022227586706328028,0.008150065400583476,0.009046362915627947,0.0033310688321596758,0.018687626502126544,0.0012597963225071853,0.00571483738134405,0.00017560541859818436,0.00910010017241076,0.0
deep-0340,0.0,0.0,0.0,0.009537318335011835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005254938105603842,0.0
deep-0347,0.002806381893901001,0.001129299435765345,0.004779553717549048,0.0014876146871749217,0.0015551292607478655,0.001763042098582204,0.003061018426192563,0.0011288302013982997,0.004571571338862996,0.001457987551507329,0.009195583091015598,0.005357581367524945,0.009099447653682802,0.00816331548456605,0.02261764199480161,0.02059488419353483,0.0740966819055875
deep-0349,0.0039089275854872416,0.002930346266132554,0.0026027034074140756,0.0024918906154052,0.005140315767801802,0.002409860733682086,0.0017480658808099114,0.004897015158689994,0.007374747535251514,0.024890127575264702,0.003178341602153533,0.028105937249865053,0.006723145133535337,0.05018749122375444,0.005719529440073178,0.014171269358701472,0.004858823802086685
deep-0351,0.0004588408196042502,0.0,8.411847322613017e-05,0.0009212477963994958,0.00022014090181887163,9.348472413318273e-05,0.0006943170457014529,0.00024575993239221716,0.00017303745026521548,0.00010698604761764714,7.64733855291085e-05,0.0,0.0,0.0,0.0,0.0001162129431448561,0.0
deep-0353,0.009524472086467272,0.0023340002496752776,0.0006038389352402911,0.003432758233708686,0.0034244364602192177,0.003567613675477934,0.027710239304665204,0.009173881287695177,0.0,0.0024301419556838626,0.005856238990706773,0.0,0.006694126676980546,0.006461602286211355,0.0,0.0,0.0
deep-0355,0.0,0.00232707774145596,0.001896726552800514,0.0007752691438643214,0.001971428027539459,0.0005914633033192566,0.0,0.0,0.0,0.0,0.0,0.0027927122548336483,0.0,0.0,0.0,0.0,0.0
deep-0356,0.0013511124975065943,0.0,0.0010708157117644268,0.0012733533899166995,0.0,0.0026195667554364697,0.0,0.0,0.00043667941149009047,0.0,0.0006821088374723523,0.00019386110410474943,0.0028348384269289407,0.005244362722951867,0.0,0.0012022244545413156,0.0
deep-0358,0.01858088258885198,0.06735734363200387,0.011744405657064864,0.08670267876079846,0.004123755107885993,0.0134384032935316,0.07376949839785957,0.07220804619085369,0.002156242352940483,0.0017543082820582407,0.0033192275882457196,0.01334117433218728,0.011859980729709615,0.013537792194203282,0.002984891181810541,0.004289106349888174,0.002843348286702737
deep-0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000162869228363246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-0368,0.000982167774434665,0.0,0.001418103256792761,0.0009341615384926215,0.0,0.0,0.0,0.0008481284292062125,0.012668094116336409,0.016515495502085954,0.007326325371997161,0.005402190633432867,0.011169669785859154,0.015582604501378952,0.02128845399480987,0.0460150070262422,0.0
deep-0373,0.0,0.0,0.0008651114225261005,0.0015158481587339645,0.0,0.0,0.0,0.0,0.00040559884891275516,0.0,0.0,0.0,7.740733899693184e-05,0.0005441702915780554,0.0013726233558447503,0.004183154081211911,0.0
