bin,ERR598950,ERR598986,ERR598996,ERR599095,ERR599100
deep-0338,0.0,0.0005143238336602447,0.001661334673335423,2.332208246715889e-05,0.00024513621397130396
deep-0340,0.0001264291586197787,0.0013751667343582488,0.018108347565060398,1.927127276762834e-05,0.0005110369531480572
deep-0343,0.0,0.0,0.0010926162102233336,0.0,0.0002853260547420799
deep-0347,0.0,0.00011706163207704283,0.0005951378212931672,1.4757845265068355e-05,0.002703492982343097
deep-0349,0.0,2.5234300405769453e-05,0.0,0.0,2.8630613496405852e-06
deep-0351,0.0,0.00022445543847287536,0.0011680250146348912,0.0,0.00026168562951973186
deep-0353,0.00042348225571914517,0.00025817817368637677,0.0014497976155176204,0.0001566467420304555,0.00034227971757288476
deep-0355,0.0,0.0005917534895668573,6.504823522899566e-05,8.696232979046836e-05,0.0010155239179858605
deep-0356,0.008877346252025985,0.0012707463117389666,0.00018961896674721563,0.007381307786898151,0.0004696197692621739
deep-0358,0.0,4.190417094134172e-05,2.8673628550834903e-05,0.0,0.00029951949274008153
deep-0362,0.0,3.249490685449567e-05,0.0036451833342535465,2.5036681673139362e-05,0.0009854784236470726
deep-0368,0.0,0.00021076746864297932,0.0004864005330138405,2.200628546297966e-05,0.004347897131102509
deep-0373,0.0,0.0,0.0011190493699168784,0.0,7.271074664116927e-05
deep-0378,0.0,0.0008892465325566674,0.0019231932333239258,3.5812109002157976e-05,0.0015667805344171375
deep-0383,0.0,0.00010950908563476395,0.0012643167369439036,0.0,9.095609092251146e-05
deep-0391,0.004059011925010066,0.00521847514520491,0.0024586827951301646,0.002575211446711473,0.0025717263548453947
deep-0399,0.0,0.00015308844043250856,0.0008739369464684056,0.0,0.0013131100658071234
deep-0405,0.0,0.0033185108668643114,0.005811808552094245,0.0,0.010799691281844718
deep-0410,0.0,0.0004367970441095278,0.00010587097631206601,0.0,0.0006649612053465457
deep-0416,0.0,0.0003844010359702573,0.0,0.0,0.0
deep-0421,0.0,0.00017039105589778693,0.0010694030056405636,1.1551785910634638e-05,3.247868755831243e-05
deep-0422,0.0,0.0010084197682057303,0.006184020482515379,0.0,0.0002774053013439485
deep-0434,0.00016224942495203883,0.0005765481141283995,0.0020059359517747327,0.0,0.0003372782797130635
deep-0435,0.0,0.0,0.0001315329076170717,0.0,8.355625925820458e-05
deep-0437,0.0,0.0,0.001185422088109658,0.0,0.0
deep-0438,0.0,0.0024791164380871876,0.0,3.469195144739327e-05,0.006830179507194387
deep-0439,0.0016470273027048273,0.0012832055235782974,0.0009305964849356644,0.0007572794106078683,0.001394751166058589
deep-0441,0.0014907733030593538,0.0004237912650478726,0.0013454881766177787,0.0011564928879057043,0.004750453982193428
deep-0457,0.001249417377458329,0.0005131465449134645,0.0017328617784632015,0.0014249150028624639,0.008196269804902456
deep-0461,0.0,3.0425362546289408e-05,0.002555083762332801,0.0,0.0003866737141275444
deep-0466,0.0,0.0,0.0017992052774488435,0.0,6.394097487449054e-05
