bin,ERR594313,ERR594325,ERR594395,ERR594404,ERR598943,ERR598978,ERR598994,ERR598997,ERR599064,ERR599118,ERR599144,ERR599353
CPC-47,0.014631241061567766,0.010428583146423552,0.00027879419225415727,0.00022578760599029231,0.00018993044456974437,0.00048334536327279215,0.0,0.011775413920177755,0.0048000189840901025,0.016294461690950293,0.04318830815041421,0.00987348006171991
CPC-48,0.014599781180914194,0.012615188160702987,0.014728909288336202,0.018053148992928134,0.016563962241507805,0.013094833710810144,0.019510318681246565,0.007690355452567706,0.012799921481153654,0.009076202008041503,0.010289424202866361,0.1460256750735381
CPC-49,0.0019451539075299616,0.001991027981149221,0.00450081211651617,0.0036627893692109006,0.0015537896843577116,0.0004433714313251643,0.0005689264851833141,0.0028728483448954385,0.0036202345333609122,0.0003727229344968556,0.0,0.0015191696097508636
CPC-5,0.0,0.0,0.0012739543119599027,0.0012046661283939344,0.0,0.0,0.0,0.0,0.007440998423976261,0.0,0.0,0.0010611629757496727
CPC-54,0.0,0.0012499371877572184,0.014611819182492295,0.0037017180936403686,0.0,0.0,0.04341832419793203,0.007057792000719651,0.010577058532140077,0.00437594558673275,0.04400982124680013,0.015403216107259258
CPC-58,0.0001184110993345564,9.409285126309947e-05,0.0,0.0,0.0,0.0,0.00012226189785932595,0.0,0.0003149974081829142,0.0,0.00011065392334726343,0.0
CPC-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037537289624230644,0.0,0.0,0.0028301354928873573
CPC-61,0.002134500973855766,0.001439600881393262,0.0,0.0,0.0,0.0,0.0014917632516306197,0.0,0.0,0.00033340147084632573,0.001946055966096998,0.0
CPC-62,0.34418228860544814,0.23071987789585774,0.5532678747656878,0.5050861439217693,0.3676911145852691,0.3354917237741623,0.20820390791521154,0.22228259595068905,0.017066205108481627,0.1484040941980297,0.13596454836214084,0.6217537179075965
CPC-67,0.0,0.0,0.0007568661046618587,0.0008401325531522775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPC-69,0.0041902790559192405,0.021022704203030936,0.02430076275409116,0.015612308064206751,0.0008610796267198107,0.00048760404714546525,0.0,0.26297477261385216,0.07218791843525903,0.27814255554763995,0.0,0.00232036732773395
CPC-7,0.02057222219495175,0.0978371339528276,0.0013636253098928497,0.0015581877511639689,0.09217505352789064,0.11799036758212389,0.03798520045418704,0.19920134373299017,0.02886418390734604,0.1916052531274929,0.016291526679892136,0.011259031370290037
CPC-71,0.0,0.0,0.0,0.0,0.003229224832138758,0.003050805564427458,0.0,0.0018953846267706963,0.0010052243142527175,0.0026416528762995446,0.0,0.0
CPC-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002808820123890907,0.0,0.00038886057016328197,0.0,0.0
CPC-75,0.000976625637723011,0.0007475747749018958,0.0,0.0,0.0,7.593754098899826e-05,0.0007298879963230708,0.0,0.0002170542360767742,0.0004090674937219346,0.001035832496709408,
CPC-79,0.0,0.0,0.0,0.0,0.00038464125249177723,0.0007411404926311663,0.0,0.0007008113362410609,0.0005987389079802043,0.0007219056952174144,0.0,0.0
CPC-8,0.023510053364116188,0.00815643828267137,0.0011377939572132067,0.0006255032403862816,0.0020135987111472684,0.00016715064439837618,0.0014730473380688684,0.03664993106890068,0.0204362289258117,0.05343812901351831,0.0013844339263588846,0.005577883724025347
CPC-80,0.06444408446253534,0.0,0.05955996915666499,0.08554815556059722,0.008371214611976346,0.004457681195621966,0.0,0.013831994092182635,0.00267466852174313,0.012334053548247997,0.14324656803491492,0.004936296639398882
CPC-81,0.0,0.0034271848371006004,0.021393607038197895,0.0,0.009773799101206578,0.010851335314428523,0.0,0.010472778151660242,0.008543484990932316,0.009117189595094947,0.0,0.0
CPC-9,0.015362671983947088,0.00042823358659424565,0.029656515773864058,0.021588405419531324,0.0,0.0,0.0,0.0,0.0003227522797061083,0.0,0.0,0.0
CPC-95,0.0065352550357466515,0.0038882506031658625,0.0011776181500687392,0.004723544413071823,0.0,0.0,0.0,0.0,0.0020031600248080236,0.0017421035509855665,0.0,0.0011068539805410302
CPC-98,0.0,0.0,0.023168622457645907,0.019138876042664687,0.0,0.0015993466984009792,0.0,0.00926413470728204,0.001596439951526137,0.0,0.0,0.0
