bin,SRR3961906,SRR3961935,SRR3961936,SRR3962293,SRR3962508,SRR3962771,SRR3965585,SRR3965586,SRR3967905,SRR3968062,SRR3968063,SRR3968770,SRR3968777
NP-966,93367.79539749085,61309.776327247826,22393.1299186303,108397.27589553273,31980.371689936943,16076.921608374076,61673.88954534713,427479.1611818632,35861.24501739959,68129.97113614136,44596.86792567385,26897.39552099653,50517.89426219838
NP-969,527.9287179193063,571.9608134795169,973.357663291685,782.0023582645957,571.92002739062,2827.807283484989,4077.963446339891,2154.337239559013,49.847094801223236,249.43500843435655,249.14516869081834,99.71751412429379,0.0
NP-97,43206.35751584042,47219.587704621845,20863.587970465633,44146.64172762618,28276.789733846053,19121.099717223955,33780.35619367025,15287.809588748632,33937.3783870735,53891.52846801805,41487.43266352022,39983.84668448288,55076.436535303794
NP-970,5850.777884128544,2388.104305226272,770.6544470665943,1854.7749853233784,1697.5428120934016,471.1961740976467,1046.27642336256,1870.2957386332853,499.57805768301074,4212.744192865757,1666.0528872308557,1954.5490829754008,3851.2843382627652
NP-973,349.1501688678986,149.66280182959258,1232.0696124625983,1124.7150644538378,586.3967043899123,249.54085691273337,10861.29954279685,12446.862728023178,1936.4431551804971,9026.769567935144,13810.979840994425,5886.354787121601,5590.24027192662
NP-980,231.45333300197268,149.43765827498882,95.59434680435575,0.0,99.77291082496211,0.0,0.0,99.8076923076923,149.6049675565094,295.11712395624266,249.4941333753635,149.34589719813087,562.4308380775631
NP-982,25854.034810011846,42079.52556040526,9518.912694423876,102336.59705875434,5176.91368678007,6269.583055410392,5768.051099036437,11323.098595930609,7727.227697146874,58040.445114074784,44316.156780135345,7432.629992104143,51865.52796716617
NP-986,670.5240790307852,1050.6932836576698,289.7527604841931,1309.296855570185,640.5312146243704,492.28548026612043,336.3816958007414,1606.5572535122492,0.0,190.64305947420794,663.5541755796552,99.82578397212544,96.79763569162839
NP-987,2424.7479484616715,4003.6783817640408,131.70726831225076,0.0,2704.843030063022,397.2484982091213,4856.507005398225,8108.082590125612,145.4345198333174,192.98774244462703,246.42094017094016,415.91260588952355,339.72650500942933
NP-99,28894.969109076173,39880.88452733347,192330.84708731467,222342.58561727905,229817.49159172157,679057.9042454821,21899.89696341049,5184.685868931023,1090.54065215585,399.93703442188877,714.0174867232084,7614.168590807944,559.405480097865
NP-992,2048.9487667793546,2885.0063340456873,1643.0263845124066,2573.572280990307,3970.4109678759296,1610.6448022056493,1246.5174264535754,449.010856511974,3422.1421014519187,2157.6262391711666,900.266297455411,3866.0974786278025,1714.951599635008
NP-993,63220.687152723374,46755.43136321115,27126.301234006598,117456.04020347343,24340.420073417503,15315.851464059948,102241.87329745159,94485.47534603042,27801.79914017021,78156.2516095807,59323.0400319268,15329.856441972526,41140.839832900485
NP-996,15107.521696664342,18072.551291102463,532.0300249185559,12299.176194518366,903.4793787648932,743.7253287070317,282.6508828355646,11951.955183048356,2312.2552471936488,10517.821871477636,6482.256723994103,1839.3590673025737,19616.848593474817
NP-997,4936.027555851101,1193.7019093957067,441.2651621132344,595.6410449525698,985.08185161029,206.35358325978794,739.3606240314696,198.25476504761897,216.789031124498,99.75026200191763,49.83443708609272,940.9601975810431,894.9179350528835
deep-0008,88236.68732791231,269638.33667507465,407500.0841263476,587478.7591589435,39487.29125260974,306874.62787863,81425.66832663337,117854.8353173859,157219.82173897073,453279.4719610047,409048.07489529316,94204.6835833163,198066.45351506482
deep-0011,2095381.6622138878,13538203.375858394,22565212.366956815,32536633.749831706,1308797.9582182427,21861927.229685273,540185.0043351152,412367.13719614287,46181.181301843964,158613.2493329028,312688.6272568875,130225.17493115745,59492.046800939206
deep-0013,99.74424552429669,0.0,99.8225336996401,248.03920888466664,199.5049504950495,49.87373737373738,199.13879816325596,0.0,249.43566591422123,0.0,0.0,9.55681818181818,99.83388704318939
