bin,ERR594291,ERR594324,ERR594382,ERR594385,ERR594389,ERR594414,ERR598972,ERR598982,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599107,ERR599110,ERR599362
EAC-76,0.0,0.0,0.0023375403569521522,0.0,0.000585695758606776,0.0013040869295962594,0.0,0.0,0.03606478592702774,0.007984271968520694,0.0,0.011913709266370417,0.0,0.0,0.030372467014259986,0.0
EAC-77,0.06914491033346133,0.03314013588858264,0.0007381873380170739,0.08270435117395762,0.01284943774671604,0.0014137507260136442,0.01415674888569546,0.0,0.03244139575932916,0.027648430232162922,0.007019169342530951,0.0,0.042371403292934685,0.0,0.035742576300128684,0.0025039135906853582
EAC-81,0.0,0.0,0.0,0.0,0.0,0.0,0.00024944733189373724,0.0002766346493985924,0.00016178966844632552,0.00012136353079861227,0.000181480804095955,0.00023173381449955848,0.0002713337594219078,0.0,0.00030764099976834074,0.0
EAC-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001565319658607332,0.0,0.0,0.0
EAC-86,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023538011319684604,
EAC-87,0.0,0.0,0.0,0.0,0.0013461588333396083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016752556910051546,0.002204858791669917
EAC-88,0.0028655925842673777,0.0,0.0,0.0,0.03749053187188152,0.013507293922515724,0.0,0.0,0.01683897999409808,0.018560230450583682,0.0,0.0,0.0,0.015391329337235048,0.030094312347706976,0.0
EAC-91,0.01904468461057731,0.0032206131117244407,0.046593760264647996,0.10902583145799792,0.02602327295432227,0.015002219688585066,0.027384448752813314,0.0,0.009506788228820126,0.0,0.010372783788569474,0.04151192620892607,0.024638540540627012,0.0,0.0037732696263828953,0.05727179284204236
EAC-92,0.0,0.0,0.00024342201606528064,0.01786492271854309,0.0,0.0004149070852447079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-93,0.0,0.12506820231826402,0.0011679696710016412,0.0,0.005285488433600341,0.0013275484596640965,0.0,0.0,0.0146733450353118,0.053566973673135176,0.0,0.0,0.0,0.0,0.03651913632299572,0.13985832143444876
EAC-94,0.05617690565857281,0.0,0.007938946260863708,0.16231859317018393,0.015684171993441843,0.007309260271535823,0.0065246123643619685,0.027551037366881123,0.007296822917282264,0.0,0.0125907445048327,0.01351823774265452,0.015116798423286172,0.0,0.003572668079036014,0.18720702119243426
EAC-97,0.006494839937159816,0.0010946578780392975,0.0002570281133376658,0.0002570272565723884,0.00010952706022875973,0.00025878588673623656,0.0,0.008876358012488723,0.0047241960195304345,0.0019869686604213187,0.0012499385496981665,0.0,0.0036185886832664767,0.0051290476962296255,0.004111433476874117,0.00010434885145021602
EAC-98,0.022023169115439133,0.03494032248001747,0.019039432710468363,0.041472357741309605,0.02706227506105109,0.01912635746088829,0.0,0.018491814202714417,0.02393458533170632,0.02438013722373015,0.010249223781155158,0.0,0.005315530244020887,0.022207889087420468,0.023099935966704264,0.029508790213670377
