bin,ERR594320,ERR594359,ERR594361,ERR594362,ERR594392,ERR598970,ERR598973,ERR598979,ERR599012,ERR599057,ERR599058,ERR599068,ERR599088,ERR599146,ERR599150,ERR599173,ERR599339,ERR599376
EAC-657,0.0,0.0,0.0,0.0,0.0,0.00043753053221790386,0.0,0.00020688517327098303,0.0014839239932510323,0.0015515840833922232,0.0010514926834684299,0.0013377493580073565,0.00035403890280316403,0.00029270610028381787,0.0002627362163933473,0.0,0.0,0.0
EAC-66,0.0,0.0027822986960917115,0.0,0.003004774199720725,0.0,0.0,0.0,0.010862456652199488,0.004399124226004455,0.0,0.0050327341009246546,0.0,0.0,0.00462044427645859,0.006485094567068101,0.0,0.0,0.01626931957426129
EAC-670,0.0,0.0009103682388171415,0.001308882917405587,0.0016264239831994582,0.0014073984487298734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020995068802176883,0.0,0.0,0.006863033624677957
EAC-673,0.0,0.0021796821756199353,0.0029017091564406136,0.0006104043308413979,0.00016768991409784985,0.0,0.0,0.0037653042214820763,0.0014431280674512962,0.0004907629498072046,0.0,0.0,0.0,0.00027250958876575657,0.0007213871448860156,0.0,0.0009309249858912354,0.0025461003318748253
EAC-683,0.0,0.04332207727019218,0.04160881551859384,0.028182364619974,0.03211636435535775,0.0,0.0,0.00875525735081343,0.0032019713811390345,0.002097658963337668,0.0032519296522967862,0.0,0.0,0.003935635522663799,0.001800220189117088,0.0,0.02129501179634964,0.020190686748344892
EAC-69,0.0029018727135415798,0.0027423476004506,0.0022235890755953414,0.054607993707570475,0.0006679075664300859,0.007244952623859138,0.0,0.0,0.0,0.0010614215442705157,0.0015942383270257296,0.0,0.0,0.0,0.0022498914424526383,0.0,0.0021526452830744986,0.056236842947451224
EAC-695,0.0,0.0009891188214251991,0.0008971162973336908,0.0026706096525138416,0.0028216406223887025,0.0,0.0,0.0,0.005969588788050618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021631037953321825
EAC-707,0.004371602078809224,0.004154226316763021,0.0,0.004787997029830133,0.005825493600114731,0.0,0.0,0.0,0.0004878502633828922,0.008041188504923611,0.0,0.0,0.0,0.0,0.0,0.0,0.004254028544131435,0.0008590808766970283
EAC-71,0.018579368733188183,0.02628203080536408,0.025989681630564025,0.02425963020321842,0.04628221941948877,0.0,0.0,0.08911123916638669,0.007773623357891647,0.01026501268476001,0.007780566097473678,0.0,0.0,0.014378348404082081,0.033770221926969844,0.0,0.042857533926182814,0.013181210783752575
EAC-713,0.0,0.00023497804472128093,6.320287219045869e-05,0.00025571617934461047,0.00026591543810003366,0.0,0.0,0.0,0.0,0.0012831172954718233,0.0,0.0,0.0,0.0,0.0,0.004847118683661454,6.617757851685272e-05,0.001331608225690758
EAC-76,0.03585344321739413,0.0038379537493738103,0.0022413255747227765,0.0010231680339771077,0.001273993388532335,0.0,0.0,0.0,0.0,0.0,0.004826964501019815,0.0,0.0,0.013408063273974837,0.016849904594607522,0.023816878938952134,0.0013500990102354934,0.001699613422425097
EAC-77,0.0,0.0105395696806467,0.00734291207310871,0.004332785239981089,0.0021890044304990895,0.0,0.0,0.0,0.007662683470028257,0.05477113841561945,0.046742241298015436,0.0,0.0,0.00999182418851246,0.004414197909759835,0.0,0.00205090504487185,0.10818478191881854
EAC-81,0.0,0.0,0.0,0.0,0.0,0.00025908814299634175,0.0,0.0002743949735947754,0.00023405951052114676,0.0,9.231080526821282e-05,0.0,0.0002144431598177464,0.00022811686671392778,0.00021738209489917002,0.0,0.0,0.0
EAC-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010579814428103537,0.00013152746395436233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.111557154036196e-06,6.688094352456094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-88,0.0,0.0,0.0,0.0565949447181476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-91,0.011152072089109502,0.026307811862028792,0.03759293767980098,0.11106047383149482,0.10912200701372718,0.0,0.0,0.016017192774477808,0.006449459417564216,0.0022138361459242903,0.015478730915093946,0.0,0.0,0.011825740378747044,0.009563773377146659,0.002072513656460027,0.10249882010488613,0.10393889951509475
EAC-92,0.0,0.0002511788853363578,0.0002484294685877465,3.2477687014090285e-05,0.013929602955629491,0.0,0.0,0.0,0.05112376734659978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAC-93,0.0,0.15530998421282027,0.13381818069723816,0.007814443221575217,0.04595925264219081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07666250816824384,0.19703075339329135
EAC-94,0.026756327199533872,0.0031991272642822527,0.0028380082398922696,0.0026383360676290003,0.012298350260448032,0.06313990650264939,0.0,0.0,0.009873064395511314,0.03358305485520243,0.02396070925159067,0.0,0.0,0.009212775363632308,0.01857033071120465,0.004210639962393196,0.008720167759902114,0.3229065741583027
EAC-97,0.0,0.0001861538708179443,0.00015897768267097255,0.0001886707108617877,0.00011956616366574562,0.0,0.0,0.0,0.006875989423251796,0.003927282505897538,0.0030383614852171406,0.0,0.0,0.0,0.002164973342570224,0.0,0.0007570912637422007,0.001202970068233403
EAC-98,0.0,0.022408714771699402,0.022376611833208913,0.020390895598788428,0.018125859774282462,0.0,0.0,0.0,0.0011571593130358393,0.01562942255942214,0.024650697233316723,0.0,0.0,0.0,0.0,0.036752337272855776,0.09675934751856863,0.020411733886860513
