gene_callers_id,pnps,ocean,depth,bin,defense_count,sample_id,signal_CAZyme_abun,scg_pnps_median,integron
284668,0.05325150621941285,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
284668,0.13236849898608632,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
284668,0.11898986515614896,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
284668,0.12566740486560268,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
284696,0.038106189501727235,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284696,0.050068228024344345,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
284696,0.042835148057064884,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
284698,0.0,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284914,0.25031556673484023,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284914,0.26746357687102523,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
284916,0.25757360254417705,EAC,SRF,EAC-41,,ERR594361,,,
284916,0.0964098692058878,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284916,0.1425637867656301,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
284916,0.056313734458972614,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
284916,0.05250825829898862,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
284916,0.024141645501117262,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
284992,0.18518518518518556,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284993,0.08439605720069157,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
284993,0.07060339220938118,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
284993,0.02314119976971214,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
284993,0.0843316044230293,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
284993,0.1173750312196168,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
284993,0.0389522678936724,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285115,0.10810828651476917,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285115,0.18554306976901172,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285115,0.10035800391831057,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
285115,0.24071733608803975,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285115,0.12475259250368916,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285115,0.0704361869568515,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285406,0.12635339880454105,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285406,0.4448126012234269,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285406,0.2902335542557815,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285406,0.2454623916123865,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285406,0.4199283131068755,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285407,0.0824102278459825,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285407,0.09633557324902983,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285407,0.07854006469031986,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285407,0.08538502876022645,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285614,0.19629917337618025,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285687,0.002364939787087961,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285687,0.06341509549150796,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285687,0.005300613730253425,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285687,0.005323864877754626,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285687,0.0,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285762,0.1094910722543206,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285762,0.06150659766496235,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285762,0.14080373029994595,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
285762,0.06544715433469825,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285762,0.10321973578776124,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285762,0.08781532311524519,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285769,0.10602246466935354,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285769,0.0897801618129987,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285769,0.14682001569538647,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
285769,0.09834303421591284,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285769,0.1110478645931218,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285769,0.07597689215905325,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285770,0.0010944987881729693,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285770,0.0,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285770,0.0,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285925,0.09269785745518544,EAC,SRF,EAC-41,,ERR594361,,,
285925,0.11690766811408528,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285925,0.08596685249067153,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285925,0.06407411638615718,EAC,SRF,EAC-41,7.0,ERR599376,0.0019242272942589925,0.03902152421370314,
285925,0.09194903609419,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285925,0.09067173775895296,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
285925,0.050267898138192185,EAC,DCM,EAC-41,14.0,ERR594414,0.0019839827932634307,0.02922418862872243,
285970,0.2790914791486455,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
285970,0.21506831036553056,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
285970,0.09521660649819398,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
285970,0.1523465703971104,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
286613,0.12078757694980699,EAC,SRF,EAC-41,22.0,ERR594362,0.002266407603442591,0.049251293648365564,
286613,0.1281184507943488,EAC,SRF,EAC-41,20.0,ERR594392,0.002425859678943672,0.06008464289485192,
286613,0.0,EAC,DCM,EAC-41,15.0,ERR594382,0.0020916296515782595,0.033347248216401906,
286613,0.10038979547213786,EAC,DCM,EAC-41,18.0,ERR594389,0.002154103666147164,0.0569165357965762,
290784,0.1452297174530997,EAC,SRF,EAC-97,,ERR594359,,,
290784,0.06559632912045882,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
290784,0.07302495426302118,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
290784,0.09845289358779176,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
290784,0.03581581661338852,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
290784,0.12877345510793112,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
290823,0.0,EAC,SRF,EAC-97,,ERR594359,,,
290823,0.005453830503838169,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
290823,0.007196118518051608,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
290823,0.0,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
290823,0.0042667918664669215,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
290823,0.0,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
290831,0.1522505257968142,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
290831,0.3194800576569686,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
290831,0.2734818567420573,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
290971,0.20534474522060656,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
290971,0.17851187865693896,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
290971,0.06641655971211158,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
290971,0.06569215600257716,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291080,0.4975516655815326,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291262,0.031256394675144704,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291262,0.02661779983161221,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291262,0.0,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291262,0.006038070286756971,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291263,0.05068193845798768,EAC,SRF,EAC-97,,ERR594359,,,
291263,0.0,EAC,SRF,EAC-97,,ERR594361,,,
291263,0.0,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291263,0.03631501230061454,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291263,0.004008859604926026,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291263,0.018312158862880058,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291263,0.003623312956809587,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291263,0.0,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291321,0.20764973132406836,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291321,0.15148793281194875,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291321,0.09471525754261384,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291321,0.07529140730426853,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291321,0.08986214511058548,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291337,0.008921000588048107,EAC,SRF,EAC-97,,ERR594359,,,
291337,0.0,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291337,0.021525844143799464,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291337,0.00870946212071914,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291337,0.002622553469184331,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291337,0.006406775140657918,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291366,0.07174737308202737,EAC,SRF,EAC-97,,ERR594361,,,
291366,0.07496329513508955,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291366,0.06911610549705759,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291366,0.2966367130830435,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291366,0.07882531419384411,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291366,0.0729253490009903,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291366,0.06877429429148113,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291386,1.0827944819061175,EAC,SRF,EAC-97,,ERR594361,,,
291386,0.24539773384352964,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291386,0.18046567751474468,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291386,0.224559383962367,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291386,0.10141355824637308,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291386,0.2419470549242589,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291400,0.059207906088770634,EAC,SRF,EAC-97,,ERR594359,,,
291400,0.0905368190754287,EAC,SRF,EAC-97,,ERR594361,,,
291400,0.05374831372609619,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291400,0.060228523653002373,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291400,0.11177479829798573,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291400,0.10539333924608353,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291400,0.07205450431646221,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291400,0.11507498691896725,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291450,0.02443589265274533,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291450,0.04171285286109811,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291450,0.006113828426944739,EAC,SRF,EAC-97,1.0,ERR599339,0.0019683052049954343,0.03954350205186143,
291450,0.003744114682032202,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291450,0.200887090566644,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291450,0.00999974126523004,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291450,0.15766296529272508,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291461,0.1572672583658868,EAC,SRF,EAC-97,,ERR594359,,,
291461,0.2018074804985298,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291461,0.18654515876945849,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291461,0.2770558784692106,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291461,0.1877078570198996,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291461,0.2057217097918645,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291474,0.05105938411184631,EAC,SRF,EAC-97,,ERR594359,,,
291474,0.03871122244541657,EAC,SRF,EAC-97,,ERR594361,,,
291474,0.013206717780149412,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291474,0.02503323165274653,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291474,0.06177606459126859,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291474,0.029136686863931675,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291474,0.03064102523206002,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291474,0.02185823247994953,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291522,0.024994749749918336,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291522,0.0,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291523,0.009320930958970342,EAC,SRF,EAC-97,,ERR594359,,,
291523,0.07292100355066064,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291523,0.04186818632655506,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291523,0.040954808777947216,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291523,0.06387981198064571,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291523,0.032506633364509915,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291525,0.2621566417653445,EAC,SRF,EAC-97,,ERR594361,,,
291525,0.006513066114568294,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291525,0.04202549338668125,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291525,0.038300925748706985,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291525,0.06454060380561398,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291525,0.03712680381851904,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291534,0.1598748718871152,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291534,0.13610303126388892,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291534,0.07804917611838702,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291534,0.13745098736180875,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291782,0.0046115543070938975,EAC,SRF,EAC-97,,ERR594359,,,
291782,0.00933512660097656,EAC,SRF,EAC-97,,ERR594361,,,
291782,0.02506501427841672,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291782,0.019494626308444712,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291782,0.004211729935149517,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291782,0.01894753792442405,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291782,0.015469357094337468,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291782,0.021718674519606542,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291783,0.00417010201524073,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291783,0.006497489151878939,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291783,0.005815533281279272,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291783,0.01229033293117435,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291783,0.0,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291788,0.05857323866436478,EAC,SRF,EAC-97,,ERR594361,,,
291788,0.04523361637023339,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291788,0.05381540499943465,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291788,0.0,EAC,SRF,EAC-97,7.0,ERR599376,0.005949536485253779,0.017231311530744226,
291788,0.0377551184133321,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291788,0.06291799483513304,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291788,0.031986821546902265,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291832,0.21776903906764875,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291832,0.24456593211917535,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291832,0.2292628666028749,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
291932,0.0,EAC,SRF,EAC-97,,ERR594361,,,
291932,0.1788093025654464,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
291932,0.1784021216826639,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
291932,0.12742917202275156,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
291932,0.17777117814381074,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
291932,0.1605849665558045,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292007,0.006223244835315085,EAC,SRF,EAC-97,,ERR594361,,,
292007,0.008552332401490195,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292007,0.004978757193007982,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292007,0.00712488552342079,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292007,0.0,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292007,0.0015881803022616654,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292063,0.1460032091195098,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292063,0.17666393215268153,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292063,0.023656622543729845,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292063,0.0817567621794787,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292063,0.007432795821356289,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292176,0.15055714436793322,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292176,0.2541010656449579,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292176,0.3192454138280601,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292176,0.26560920509402325,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292176,0.3330745735905473,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292202,0.05183523669218014,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292202,0.06724815692930873,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292202,0.08948454557389922,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292202,0.018448747745994785,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292202,0.21484491399160224,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292210,0.04023073876015031,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292210,0.02456165327368037,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292210,0.061733761532462614,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292301,0.008910879273056251,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292301,0.014256182115158281,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292301,0.003424880759842664,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292301,0.0037588647624532093,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292301,0.0,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292311,0.08933293088347327,EAC,SRF,EAC-97,,ERR594359,,,
292311,0.0,EAC,SRF,EAC-97,,ERR594361,,,
292311,0.16088636632491152,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292311,0.11274929956224093,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292311,0.22632894411471802,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292311,0.11671813319169907,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292311,0.07609623921309752,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292347,0.07006272848704513,EAC,SRF,EAC-97,,ERR594359,,,
292347,0.05415058160427693,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292347,0.1153673496496222,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292347,0.1180182049299873,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292347,0.12991762633802406,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292347,0.11835777038338302,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292430,0.07655082964354344,EAC,SRF,EAC-97,,ERR594359,,,
292430,0.06650233842234475,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292430,0.04583108813498502,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292430,0.002581626384688482,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292430,0.2103807285211358,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292430,0.011252865336789215,EAC,DCM,EAC-97,27.0,ERR594414,0.00577170259861585,0.0245537077139082,
292434,0.020221189123592213,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292434,0.004332779500803421,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
292476,0.25230702415218137,EAC,SRF,EAC-97,31.0,ERR594362,0.005603823162129898,0.034043419054923134,
292476,0.1887610001760246,EAC,SRF,EAC-97,35.0,ERR594392,0.0056767839663636474,0.022601366038854542,
292476,0.298573646786154,EAC,DCM,EAC-97,29.0,ERR594382,0.00580676434597867,0.03129250377366295,
292476,0.1614499757169751,EAC,DCM,EAC-97,33.0,ERR594389,0.006066188813380017,0.015619941253981662,
294674,0.05226064007405167,EAC,SRF,EAC-46,,ERR594362,,,
294674,0.06128608442677048,EAC,DCM,EAC-46,,ERR594389,,,
298091,0.08385675830002562,EAC,SRF,EAC-3,,ERR594362,,,
298091,0.06813361611877082,EAC,DCM,EAC-3,,ERR594389,,,
