bin,SRR3962680,SRR3962772,SRR3962773,SRR3962777,SRR3963449,SRR3963456
SP-4038,110.57539228137375,0.0,402.3554956961141,49.95348837209298,49.888392857142826,103.1311475409836
SP-4044,49.84375,0.0,625.7844185326771,99.8882681564245,494.1715800762758,0.0
SP-4045,1192.4717220065747,695.5531278332203,1846.4937123792804,1494.280749885688,1794.0194043021875,1198.3465087286993
SP-4060,0.0,0.0,0.0,0.0,149.60624115148653,0.0
SP-4145,149.66395263669952,0.0,49.83818770226536,49.892241379310306,698.3445431057676,0.0
SP-4154,0.0,149.43244653103804,467.82339547084564,748.3787738227869,99.53952661218611,647.8260237530652
SP-4189,448.3915068129842,0.0,49.921135646687674,149.56896551724134,1844.7365867104636,0.0
SP-4220,295.23061963628413,0.0,696.954384816359,49.90291262135922,348.7071559542574,199.19241177133836
SP-4225,8260.767741941538,99.5549019607843,2771.408613202985,457.8967825522359,2920.537293634272,0.0
SP-4275,2326198.9894549656,2694.4286464459638,268018.9793079136,41908.26156025201,368388.5173266103,7265.872521140889
SP-4288,199.51635514018693,0.0,49.71264367816091,49.929873772790984,158.73080231596362,99.13043478260869
SP-43,712067.8117069333,843139.2446836148,1584783.058777279,1521847.029188002,179227.76235076517,153265.00725000896
SP-4300,3213.4499092691094,1213.1174093035343,3845.9178939827366,2789.0663421452423,7195.611821535604,1867.8346978016816
SP-4355,268.90892501314124,0.0,113.52969477088095,99.74489795918366,0.0,29.188172043010752
SP-4356,0.0,0.0,169.45993914807303,0.0,0.0,0.0
SP-4360,289.86489192302986,35.83544303797467,718.9090531220877,64.82278481012658,491.8116394639419,25.16276803118908
SP-4365,1315.984106637965,548.0328874497975,3160.1774873692525,897.7836559284549,594.4793890777903,148.5696141479099
SP-4366,550.5818295324476,199.6166243373616,639.1247005491664,298.9084846341066,992.1876992465264,299.69727547931376
SP-4369,1217.6215074159968,672.1059771386895,14087.081819278497,332.3822688621804,2460.1031155829583,365.68472759067697
SP-4379,99.76652133071977,99.89384288747338,448.40216527745906,0.0,647.2387235117573,49.92469879518072
SP-4380,3438.115088300933,3928.523108736518,10758.901910409319,3066.104144738781,3643.369773236075,1733.845446739051
SP-4387,2411.7492114618367,8980.766088526478,5888.4470493737435,13873.35632370174,1276.7051930039047,3282.5944191432536
SP-4388,6351.349483793107,0.0,5588.888752752696,0.0,6829.521972242415,49.86263736263734
SP-45,214637.26232183885,205982.61813072974,673895.1198779247,199117.97029306463,468914.00501889276,164608.043483608
SP-47,1648.5372880524376,399.1913578620498,1184.6261444604222,492.97932686436513,19208.26894675676,1050.19513759055
SP-486,3133.7788944245854,1098.0795102896066,6830.919125098005,2227.395106962311,7926.5183001480555,1448.6237461338455
SP-49,1734.651426303877,145.02986079928155,3271.100482957171,338.81198615079586,4110.794764613244,1188.1363100123585
SP-5,599.009741291957,0.0,562.6340150528464,449.0503219509179,1845.7193101488833,698.599410671105
SP-51,131.7108843537415,0.0,399.1797602507671,199.63865305484654,2971.98292250276,345.4797122868802
SP-52,590.5201866470401,348.9643231320159,2128.7146322617796,299.5620147810628,1696.6150728758107,348.82052795331197
SP-56,314.3094936964891,99.9020568070519,10488.331689331011,0.0,1517.0942508524756,0.0
SP-57,4598731.200397136,3321826.465746238,11712599.15252786,7603057.620918956,4362745.251223691,3445232.3200176926
SP-58,2986670.724486488,1902780.883333521,9611413.521652792,3958120.726542165,3699548.8353782883,2616724.798855019
SP-59,383125.8191027633,1579922.2878603616,1928005.2378059325,1085710.5408161508,146765.6700525734,235971.79633100313
SP-6,64052.8315842753,1819.6176034431264,26826.969011062254,10843.210574889892,37443.92385877745,4974.255936847195
SP-60,2159557.628548204,3795763.129242027,10889796.189722734,2710257.4626521887,2096806.042765792,2882265.4800777016
SP-61,899.8530668429961,1295.2828326939164,1932.7401114782945,1238.3713212188693,1498.5496891245502,762.2719599339819
SP-62,1627630.7108780725,597158.1518914005,4680024.161222297,1027712.3415594243,712961.522487033,400005.87089952076
SP-63,979178.6064870937,103212.05972033908,2379721.7957739993,160046.92876056084,1145496.4350279947,170747.8989850462
SP-64,224229.0857306393,486954.909975569,913404.1280001857,381992.29103126883,425921.45769229904,330530.85276496416
SP-69,950.5483486550902,246.76616915422883,1650.9332500519454,185.1980698013691,601.8749883541095,1.6583747927031398
SP-70,76631.08781566136,138318.9321744034,58166.321069112484,71113.42898608689,95068.7009243113,62409.03046394831
SP-71,677.4454092060466,0.0,497.18618282426394,147.47573273842102,2382.7145820425108,49.24469950581857
SP-73,41083.1778762753,78373.58668368499,167083.85322969817,57228.227448314676,45847.10089689446,51216.15565825359
SP-74,3937.675104443045,1512.440207268542,15510.576211446805,1034.5962354708338,4705.5695421611745,2732.5364992999357
SP-75,7591.48464597255,28994.686942782748,36679.43593985973,35081.91957102459,22052.92556780763,68534.02206235185
SP-76,16098.44078746274,45260.66481532415,81592.80137744169,26405.635879726477,67441.43938579594,48090.73945134362
SP-78,1343.3864328925274,249.46972566304603,1133.3632382137662,1376.3323821718475,31545.97365720434,5580.431951191559
SP-8,399.26068408589543,214.76031849924175,490.2914743812068,548.994251754138,15527.624731683965,13195.175318830828
SP-81,960.7453422862187,399.05304535357345,792.5228430154298,997.5710732570564,3596.2894870776927,792.0245675858938
SP-82,260.4196726469842,49.92897727272722,541.3634342582096,99.86910994764393,1436.6133021253818,1132.9739434223548
SP-84,300.3177585346276,0.0,120.38001753006898,92.82154187817255,978.853797969148,296.48864074218045
SP-85,12100.607986309195,398.76689261261527,4436.556480080164,1144.0107292724126,24715.733101176986,1769.7594875262612
SP-86,2230.954285104375,4255.423105926899,9502.052007283311,1932.090367467406,1537.3767271335248,2272.9979851968774
SP-88,2498.4762755565175,71.07450091315573,3923.2558679129493,216.4147196506917,5242.437202919351,210.72132393587617
SP-89,7169.990846386986,981.9197994987469,9084.218200018142,755.7285775005703,7475.816314221678,585.9309994583273
SP-93,29969.61948398808,26814.77827476887,131567.56278705545,16584.100049487777,23284.09107929588,9554.977593679865
SP-94,149.7321112485309,299.5194694387375,1416.8519264202203,247.7860562033536,347.6845272466752,199.56701709416512
SP-96,1281.3186469527775,749.444747533866,9347.251316527405,642.0234017113838,918.2981129130751,996.4155113267603
SP-97,555.016758513776,870.1067381181327,3062.9630093126566,514.972923960487,960.1270862184383,1028.2569936291427
SP-98,1259.8099366471718,194.95960245299574,1069.9088652934556,143.57576041325277,2336.788168834938,688.7204646871978
