bin,ERR598971,ERR598980,ERR599004,ERR599015,ERR599051,ERR599060,ERR599067,ERR599076,ERR599115,ERR599127,ERR599152,ERR599175
NP-81,207483.80885154978,210328.4029881276,1459621.2611304321,2005442.7932210504,1486532.0697168794,1491935.753728112,41261.03086884248,2010129.4023889771,368777.8602134836,1999246.626449833,2018711.6339588843,1493627.0995816852
NP-85,261532.3353224133,39754.23022279029,1271820.2719799876,1913455.190454159,1265032.1021076718,1273681.7886132253,51493.423555445224,1904896.1369088972,18251.93546141453,1921231.8142805935,1899452.4883255847,1265097.2879325715
NP-86,28974.53962794196,72797.29655546401,302794.6195086826,2501302.660596462,309133.5078281991,307699.7861554221,6294.23033775174,2510605.6836844175,58930.74143865136,2507727.612116489,2500881.8025677945,302316.2553619413
NP-87,3514045.526032234,2046638.2153319276,912082.7104406568,1316167.2940464723,932751.7250973133,919912.5324446026,742937.1756561171,1308568.839601105,1129050.840466912,1313837.7366862944,1296402.0439069183,912896.7497232653
NP-89,50373.1628481531,9515.954003411687,827.5729912930692,1367.1369714697412,1123.8069308513489,451.02037448876877,10230.306645106415,1441.45919220681,12798.285809594574,1307.5732919931083,1465.504867991486,905.0356536389145
NP-9,35065.10216892301,50051.40875234671,17378.63222597262,10093.67735392465,18627.37140750359,19080.705926236053,6174.06442113845,8032.889999454921,63007.82412851253,7313.785934883706,8591.092160717852,18606.902828230468
NP-90,111373.66285129669,94747.98455558518,126699.91233545337,17398.754157040818,132957.0282752411,128674.63510111165,21883.001493555304,17370.67586618675,231235.3676471664,15622.113192908906,15087.302176630474,132019.5164110876
NP-91,225074.44317349786,584034.5723609331,16593.486062342257,36643.40105224071,17129.682572650658,16372.58037360385,42755.009695858695,32900.8642252427,165766.40235530675,38062.575849571185,35086.360969322646,17127.536617858637
NP-92,70676.90452694436,50761.78007562241,66929.87437463022,44450.07756816958,64994.08473378502,68549.65966131202,13371.04489985784,43788.26104161697,206267.82255350746,45021.78360996559,45767.80344555318,67112.60290218794
NP-931,232705.07361233197,111002.13908878344,359344.8883725328,272493.2939124392,368361.2033364772,368954.9636161248,44061.01764056403,272269.77974179666,99002.0824702972,275252.0675807861,277694.7905216004,367715.97497348505
NP-932,7263659.1349408105,10369214.463730117,17105121.145751964,22083067.882367413,17355455.69428552,17383678.54285221,1390903.25226187,22075959.96175428,15871766.156475598,22066749.32947478,22175398.80610393,17343893.055594537
NP-936,129298.37712420695,134283.01469130453,7477209.741401089,5229738.311668445,7584126.645434582,7620649.724191426,28258.87321431889,5195192.312674557,359646.8068510357,5231851.470337471,5185832.881189056,7588867.033571759
NP-937,4301025.945384165,498039.43580471893,10099359.230460806,15968739.642101984,10202575.730927354,10217979.070689408,882994.1590944487,16011497.203281123,1044217.2803218267,16014526.260528231,16079012.523753619,10209976.279471274
NP-939,10040317.984452453,15643296.300479945,853355.7778869921,2028719.9064879993,878145.1749202021,868707.6454264467,2098559.30912113,2057455.0654966712,9532416.768953133,2060606.0622580016,2043202.809878208,874426.3777689835
NP-94,255905.37263596203,388686.5251217904,29061.376700654906,10563.263065175272,27061.372233662074,28169.76256574227,54362.21816735254,10827.627181432086,613919.2948840561,11113.7793014073,11860.372624437225,27865.782721221985
NP-942,571771.5438107492,246186.9812296762,338862.54763318476,669565.3141250112,336318.103162352,339473.8582789665,116352.95065589539,664664.4675018433,98120.07833164575,682461.2433821848,689537.2845923996,342079.13930190733
NP-944,40699.75594308024,46710.13435630963,159191.8886232022,28045.334198004002,163576.43131144834,158716.26899883943,7562.781687500868,30177.79316942065,23809.26694028486,30293.972123913292,29069.504974170108,162574.79052713147
NP-945,50475.97336069061,137705.68419153302,7060.424632952518,3416.78938220352,7137.835874499606,6460.8348047573,8080.048306371902,3877.621675151269,7137025.137120932,3920.028344484846,3935.549933259514,8100.28407241799
NP-946,22887.23977686823,24523.41222387927,2275.8521098405045,3682.145602788307,2636.1730831023206,2357.4456460286665,3288.8748432186558,4166.210633669939,46744.989139403595,3501.688752898789,4778.415892219116,2396.356482835542
NP-948,72030.47653475302,46534.14960932468,84357.42142111207,75559.31247217911,89906.58953639487,86326.58808805805,14683.273527482204,71544.56717014856,18389.993475895793,73404.795280606,73313.92602648126,84993.89594424158
